id,session_id,group_id,group_name,event_type,payload_json,created_at
a00079001-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,,agent.student_question,"{""stage"": 1}",2024-01-15T09:16:44+00:00
a00079002-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,,agent.student_question,"{""stage"": 2}",2024-01-15T09:18:44+00:00
a00080000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,Team 8,agent.help_click,"{""help_count"": 1}",2024-01-15T09:16:11.090000+00:00
a00080001-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,Team 8,agent.help_click,"{""help_count"": 2}",2024-01-15T09:16:51.090000+00:00
a00080002-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,Team 8,agent.help_click,"{""help_count"": 3}",2024-01-15T09:17:31.090000+00:00
a00080003-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,Team 8,agent.help_click,"{""help_count"": 4}",2024-01-15T09:18:11.090000+00:00
a00080004-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,Team 8,agent.help_click,"{""help_count"": 5}",2024-01-15T09:18:51.090000+00:00
a00082000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,Team 8,quiz.wrong_answer,"{""item"": 0, ""is_correct"": false}",2024-01-15T09:16:27.090000+00:00
a00082001-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,Team 8,quiz.wrong_answer,"{""item"": 1, ""is_correct"": false}",2024-01-15T09:18:02.090000+00:00
a00082002-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,Team 8,quiz.wrong_answer,"{""item"": 2, ""is_correct"": false}",2024-01-15T09:19:37.090000+00:00
a00084000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,Team 8,agent.idle_trigger,"{""stage"": 0}",2024-01-15T09:16:05.090000+00:00
a00084001-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,Team 8,agent.idle_trigger,"{""stage"": 1}",2024-01-15T09:17:15.090000+00:00
a00084002-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,Team 8,agent.idle_trigger,"{""stage"": 2}",2024-01-15T09:18:25.090000+00:00
a00084003-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,Team 8,agent.idle_trigger,"{""stage"": 3}",2024-01-15T09:19:35.090000+00:00
a00084004-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,Team 8,agent.idle_trigger,"{""stage"": 4}",2024-01-15T09:20:45.090000+00:00
a00084005-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,Team 8,agent.idle_trigger,"{""stage"": 0}",2024-01-15T09:21:55.090000+00:00
a00084006-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,Team 8,agent.idle_trigger,"{""stage"": 1}",2024-01-15T09:23:05.090000+00:00
a00086000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,Team 8,stage.submission_save,"{""stage_key"": ""warmup"", ""is_completed"": true, ""completion_rate"": 0.6557}",2024-01-15T09:16:02.090000+00:00
a00086001-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,Team 8,stage.submission_save,"{""stage_key"": ""observe"", ""is_completed"": true, ""completion_rate"": 0.7124}",2024-01-15T09:19:02.090000+00:00
a00086002-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,Team 8,stage.submission_save,"{""stage_key"": ""predict"", ""is_completed"": true, ""completion_rate"": 0.5535}",2024-01-15T09:22:02.090000+00:00
a00086003-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,Team 8,stage.submission_save,"{""stage_key"": ""test"", ""is_completed"": true, ""completion_rate"": 0.9968}",2024-01-15T09:25:02.090000+00:00
a00086004-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,Team 8,stage.submission_save,"{""stage_key"": ""review"", ""is_completed"": true, ""completion_rate"": 0.6121}",2024-01-15T09:28:02.090000+00:00
a00088000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 0, ""action"": ""scaffold""}",2024-01-15T09:16:06+00:00
a00088001-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 1, ""action"": ""scaffold""}",2024-01-15T09:16:12+00:00
a00088002-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 2, ""action"": ""scaffold""}",2024-01-15T09:16:52+00:00
a00088003-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 3, ""action"": ""scaffold""}",2024-01-15T09:17:16+00:00
a00088004-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 4, ""action"": ""scaffold""}",2024-01-15T09:17:32+00:00
a00088005-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 0, ""action"": ""scaffold""}",2024-01-15T09:18:12+00:00
a00088006-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 1, ""action"": ""scaffold""}",2024-01-15T09:18:26+00:00
a00088007-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 2, ""action"": ""scaffold""}",2024-01-15T09:18:52+00:00
a00088008-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 3, ""action"": ""scaffold""}",2024-01-15T09:19:36+00:00
a00088009-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 4, ""action"": ""scaffold""}",2024-01-15T09:20:46+00:00
a00088010-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 0, ""action"": ""scaffold""}",2024-01-15T09:21:56+00:00
a00088011-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 1, ""action"": ""scaffold""}",2024-01-15T09:23:06+00:00
